	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
75	True	False	False	True	True	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False
76	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
77	False	False	False	False	False	True	False	False	True	True	True	True	False	False	False	False	False	False	False	False
78	True	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	True	False	False	False
79	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
80	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
81	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	True
82	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
83	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
84	False	True	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False
85	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
86	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
87	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True
88	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
89	True	False	False	True	True	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False
90	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False
91	False	False	False	False	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False
92	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
93	False	True	False	True	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True
94	True	False	False	True	True	True	False	False	False	True	False	False	True	False	False	True	True	True	True	False
95	True	False	False	True	True	True	False	False	False	False	False	False	True	False	False	True	True	True	True	False
96	True	False	False	True	True	False	False	False	False	True	True	False	True	False	False	True	True	True	True	False
97	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
98	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
99	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
100	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
101	True	False	False	True	True	True	False	False	False	False	False	False	True	False	True	True	True	True	False	False
102	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	True	True	True	True	False
103	True	False	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
104	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
105	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
106	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False
107	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	True	True	False	True
108	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	False	True
109	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	False	True
110	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
111	False	False	False	False	True	False	True	False	False	True	False	True	False	False	True	False	False	False	False	False
112	True	False	False	True	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
113	True	False	False	True	False	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False
114	True	False	False	True	False	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False
115	False	False	False	False	True	False	True	False	False	True	False	True	False	False	True	False	False	False	False	False
116	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
117	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False
118	False	True	True	False	False	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False
119	True	False	False	True	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
120	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
121	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	False	True
122	False	False	False	False	True	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False
123	False	False	True	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
124	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False
125	False	False	False	True	True	False	False	False	False	True	False	True	False	False	True	True	False	False	False	False
126	False	False	False	False	True	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
127	False	True	True	False	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False
128	True	False	False	False	True	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False
129	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
130	True	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False
131	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False
132	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
133	False	True	True	False	True	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False
134	False	True	False	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False
135	False	False	False	False	False	True	True	False	False	True	True	True	False	False	True	False	False	False	False	False
136	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
137	False	True	False	False	True	False	True	False	False	True	True	False	True	False	False	False	False	False	False	False
138	False	True	False	False	False	False	True	False	False	True	True	False	True	False	False	False	False	False	False	False
139	False	True	False	False	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	False
140	True	True	False	False	False	False	True	False	False	True	False	False	True	False	False	True	True	True	False	True
141	True	True	False	False	False	False	True	False	True	True	False	True	True	False	False	True	True	True	False	True
142	True	True	False	True	False	False	True	False	True	True	False	False	True	False	False	True	True	True	False	True
143	True	False	False	False	True	False	False	True	True	False	False	False	True	False	False	True	True	True	False	True
144	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	True	True	True	False	False
145	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
146	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
147	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
148	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
149	False	True	False	False	True	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False
150	False	False	False	False	False	True	False	False	True	True	True	True	False	False	False	False	False	False	False	False
151	False	False	True	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
152	False	False	False	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False
153	True	True	False	False	False	False	True	False	True	True	False	True	True	False	False	True	True	True	False	True
154	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
155	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
156	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	False	True
157	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
158	True	True	False	False	False	False	True	False	True	True	False	True	True	False	False	True	True	True	False	True
159	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
160	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
161	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
162	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	False	False
163	True	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False
164	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
165	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
166	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
167	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
168	True	True	False	True	True	False	False	True	True	False	False	False	True	False	False	True	True	True	False	True
169	False	True	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False
170	False	False	False	False	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False
171	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
172	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False
173	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
174	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
175	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
176	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
177	False	False	True	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
178	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	True	True	True	True	False
179	False	False	False	False	True	False	True	False	False	True	True	True	False	False	True	False	False	True	False	False
180	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
181	True	False	False	True	True	True	False	False	False	False	False	False	True	False	True	True	True	True	False	False
182	False	False	False	False	True	True	True	True	False	True	False	False	False	False	True	False	False	False	False	False
183	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False
184	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False
185	True	False	False	True	True	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False
186	False	False	False	False	True	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False
187	False	False	False	False	False	False	True	False	True	True	False	True	False	False	True	False	False	False	False	False
188	False	False	False	True	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
189	False	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
190	False	False	True	False	True	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
191	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
192	False	True	False	False	False	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False
193	True	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
194	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
195	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False
196	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False
197	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
198	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
199	False	False	True	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
200	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False
201	False	False	False	False	False	True	False	False	False	False	True	False	True	False	True	False	False	False	False	False
202	False	True	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False
203	True	False	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
204	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
205	False	False	True	False	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	False
206	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
207	False	True	False	False	True	False	True	False	False	True	True	True	True	False	False	False	False	False	False	False
208	False	False	False	False	False	True	False	False	False	False	True	False	False	False	True	False	True	True	False	False
209	False	True	False	False	False	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False
210	True	False	False	True	True	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False
211	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
212	True	False	False	False	True	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False
213	False	False	True	False	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False
214	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True
215	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
216	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False
217	False	True	False	True	False	False	True	False	True	False	True	False	False	False	False	False	False	False	False	False
218	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
219	False	True	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
220	False	False	True	False	False	True	False	False	True	True	True	True	False	False	False	False	False	False	False	False
221	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
222	True	False	False	True	True	False	False	False	False	True	True	False	False	True	True	True	True	True	False	False
223	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
224	False	True	False	True	False	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False
225	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
226	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
227	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
228	True	False	False	True	False	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False
229	False	False	False	False	True	False	True	False	False	True	False	True	False	False	True	False	False	False	False	False
230	False	True	False	False	True	True	True	False	False	True	True	True	False	False	True	False	False	False	False	False
231	False	True	False	False	False	True	True	False	False	True	True	True	False	False	False	False	False	False	False	False
232	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	True	True
233	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
234	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
235	True	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False
236	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
237	False	True	True	False	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	False
238	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
239	False	True	False	False	False	True	True	False	False	True	True	True	False	False	True	False	False	False	False	False
240	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
241	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
242	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
243	True	False	False	False	True	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False
244	False	False	True	False	True	True	False	False	False	True	True	False	False	False	True	False	False	False	False	False
245	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
246	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
247	False	False	False	False	True	True	False	True	False	False	False	False	True	False	True	True	True	True	True	True
248	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
249	True	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
250	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	True	True
251	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
252	True	True	False	True	False	False	True	False	True	True	False	True	True	False	False	True	True	True	False	True
253	False	False	True	False	True	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
254	False	True	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False
255	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
256	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
257	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
258	False	True	False	False	True	True	True	False	False	True	False	False	False	True	True	False	False	False	False	False
259	True	True	False	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False
260	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
261	False	False	False	False	False	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False
262	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
264	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
265	True	False	False	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	False	False
266	False	False	True	False	False	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
267	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
268	False	False	False	False	False	False	True	False	False	True	True	True	False	False	True	False	False	False	False	False
269	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
270	False	False	False	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False
271	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
272	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
273	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
274	True	False	False	True	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
275	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	True	True	True	True	False
276	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	True	True	True	True	True
277	False	True	False	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	False
278	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
279	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
280	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
281	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
282	True	True	False	True	False	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
283	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
284	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
285	False	True	False	True	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
286	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
287	False	True	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True
288	False	False	False	False	True	True	True	False	False	True	True	False	False	False	True	False	False	False	False	False
289	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
290	False	True	False	False	True	False	True	True	False	False	True	False	True	False	False	True	True	True	True	False
291	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
292	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False
293	False	False	False	False	False	True	False	False	True	True	True	True	False	False	False	False	False	False	False	False
294	False	True	False	True	True	True	False	True	False	False	False	False	False	True	True	True	True	True	True	True
295	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
296	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
297	True	False	False	False	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
298	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
299	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
300	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
301	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
302	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
303	True	False	False	True	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
304	True	False	False	False	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
305	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
306	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	False	True
307	True	False	False	False	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False
308	False	True	False	False	True	False	False	False	False	False	True	False	False	False	True	True	True	True	False	False
309	False	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False
310	True	False	False	True	True	True	False	False	False	False	False	False	False	True	True	True	True	True	True	True
311	True	False	False	False	True	True	False	False	False	False	False	False	False	True	False	True	True	True	True	True
312	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
313	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False
314	False	True	False	True	False	True	False	False	False	False	False	False	False	True	True	True	True	True	True	False
315	False	False	False	False	True	True	False	True	False	False	True	False	True	False	True	True	True	True	True	False
316	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
317	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
318	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
319	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
320	True	False	False	False	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
321	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
322	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False
323	False	True	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False
324	False	False	False	False	False	False	False	False	False	True	True	True	False	False	True	False	False	False	False	False
325	False	False	False	False	True	False	False	False	False	True	True	False	False	False	True	False	False	False	False	False
326	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
327	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True
328	False	False	False	False	False	False	True	False	False	True	True	True	False	False	True	False	False	False	False	False
329	False	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False
330	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	True	True	True	True	True
